point_index,x,y,z,x_D,y_D,z_D,nut,nutEq_true,nut_pred,delta_nut_true,delta_nut_pred,delta_error,relative_error,ID,ax,theta,z_original,ax_d,z_d
125886,1778.0,1.7763568e-15,813.7115,14.111111,1.4098071e-17,6.458028,32.106342,1.2234086,-0.9989128,-30.882935,-33.105255,-2.2223206,0.0719595,1,1783.0,-1.5707963267948966,813.7115,14.15079365079365,6.458028
125887,1750.0,-8.881784e-16,813.7111,13.888889,-7.0490355e-18,6.458025,32.114468,1.2540815,-1.0067635,-30.860386,-33.12123,-2.2608452,0.073260434,1,1755.0,-1.5707963267948966,813.7111,13.928571428571429,6.458025
125888,1722.0,0.0,813.7119,13.666667,0.0,6.458031,32.1089,1.2929212,-1.0154915,-30.815977,-33.12439,-2.3084126,0.0749096,1,1727.0,-1.5707963267948966,813.7119,13.706349206349206,6.458031
125889,1694.0,8.881784e-16,813.7115,13.444445,7.0490355e-18,6.458028,32.081455,1.3312892,-1.0256386,-30.750166,-33.107094,-2.3569279,0.07664765,1,1699.0,-1.5707963267948966,813.7115,13.484126984126984,6.458028
125890,1666.0,8.881784e-16,813.709,13.222222,7.0490355e-18,6.458008,32.036186,1.3536143,-1.0370102,-30.682571,-33.073196,-2.390625,0.07791475,1,1671.0,-1.5707963267948966,813.709,13.261904761904763,6.458008
125891,1638.0,1.7763568e-15,813.7119,13.0,1.4098071e-17,6.458031,31.980572,1.3572199,-1.0491829,-30.623352,-33.029755,-2.4064026,0.07858064,1,1643.0,-1.5707963267948966,813.7119,13.03968253968254,6.458031
125892,1610.0,-8.881784e-16,813.7115,12.777778,-7.0490355e-18,6.458028,31.92263,1.3457298,-1.0616493,-30.5769,-32.98428,-2.4073792,0.078731954,1,1615.0,-1.5707963267948966,813.7115,12.817460317460318,6.458028
125893,1862.0,0.0,841.4588,14.777778,0.0,6.6782446,33.768806,1.4504645,-1.0347786,-32.31834,-34.803585,-2.4852448,0.076898895,1,1867.0,-1.5707963267948966,841.4588,14.817460317460318,6.6782446
125894,1890.0,-8.881784e-16,841.4591,15.0,-7.0490355e-18,6.678247,33.768555,1.4636633,-1.0270462,-32.30489,-34.7956,-2.4907112,0.07710013,1,1895.0,-1.5707963267948966,841.4591,15.03968253968254,6.678247
125895,1834.0,8.881784e-16,841.4649,14.555555,7.0490355e-18,6.6782928,33.769672,1.491217,-1.042202,-32.278454,-34.811874,-2.5334206,0.07848643,1,1839.0,-1.5707963267948966,841.4649,14.595238095238095,6.6782928
125896,1806.0,-8.881784e-16,841.46704,14.333333,-7.0490355e-18,6.67831,33.77094,1.5121964,-1.0495491,-32.258743,-34.820488,-2.5617447,0.079412416,1,1811.0,-1.5707963267948966,841.46704,14.373015873015873,6.67831
125897,1778.0,0.0,841.46704,14.111111,0.0,6.67831,33.77225,1.5543604,-1.0568848,-32.21789,-34.829136,-2.6112442,0.08104951,1,1783.0,-1.5707963267948966,841.46704,14.15079365079365,6.67831
125898,1750.0,-8.881784e-16,841.4667,13.888889,-7.0490355e-18,6.678307,33.773567,1.6125305,-1.0642433,-32.161037,-34.83781,-2.676773,0.08323031,1,1755.0,-1.5707963267948966,841.4667,13.928571428571429,6.678307
125899,1722.0,0.0,841.46735,13.666667,0.0,6.6783123,33.77487,1.6909983,-1.0716476,-32.083874,-34.84652,-2.7626457,0.086106986,1,1727.0,-1.5707963267948966,841.46735,13.706349206349206,6.6783123
125900,1694.0,0.0,841.46704,13.444445,0.0,6.67831,33.77617,1.7729173,-1.0790863,-32.00325,-34.855255,-2.852005,0.089116104,1,1699.0,-1.5707963267948966,841.46704,13.484126984126984,6.67831
125901,1666.0,8.881784e-16,841.4667,13.222222,7.0490355e-18,6.678307,33.77746,1.8391005,-1.0865784,-31.938358,-34.864037,-2.9256783,0.091603905,1,1671.0,-1.5707963267948966,841.4667,13.261904761904763,6.678307
125902,1638.0,-8.881784e-16,841.46735,13.0,-7.0490355e-18,6.6783123,33.778736,1.8877457,-1.0941238,-31.890991,-34.87286,-2.9818687,0.09350192,1,1643.0,-1.5707963267948966,841.46735,13.03968253968254,6.6783123
125903,1610.0,8.881784e-16,841.46704,12.777778,7.0490355e-18,6.67831,33.78001,1.9232357,-1.1017113,-31.856775,-34.88172,-3.0249462,0.094954565,1,1615.0,-1.5707963267948966,841.46704,12.817460317460318,6.67831
125910,1722.0,0.0,869.2228,13.666667,0.0,6.8985934,33.29233,1.0074944,-1.2881546,-32.284836,-34.580486,-2.2956505,0.07110615,1,1727.0,-1.5707963267948966,869.2228,13.706349206349206,6.8985934
125911,1694.0,0.0,869.22253,13.444445,0.0,6.8985915,33.2974,1.0392815,-1.2965851,-32.25812,-34.593987,-2.335865,0.072411686,1,1699.0,-1.5707963267948966,869.22253,13.484126984126984,6.8985915
125912,1666.0,8.881784e-16,869.2222,13.222222,7.0490355e-18,6.898589,33.30358,1.0660971,-1.3049507,-32.237484,-34.608532,-2.371048,0.07354941,1,1671.0,-1.5707963267948966,869.2222,13.261904761904763,6.898589
125913,1638.0,0.0,869.2228,13.0,0.0,6.8985934,33.30948,1.0913916,-1.3133774,-32.218086,-34.622856,-2.40477,0.07464037,1,1643.0,-1.5707963267948966,869.2228,13.03968253968254,6.8985934
125914,1610.0,8.881784e-16,869.22253,12.777778,7.0490355e-18,6.8985915,33.313778,1.119295,-1.3219681,-32.194485,-34.635746,-2.4412613,0.07582856,1,1615.0,-1.5707963267948966,869.22253,12.817460317460318,6.8985915
125925,1610.0,0.0,896.978,12.777778,0.0,7.118873,33.271847,1.0083712,-1.5148392,-32.263477,-34.786686,-2.5232086,0.078206345,1,1615.0,-1.5707963267948966,896.978,12.817460317460318,7.118873
